2020;01;11;17;00;7.59;68.00;1032.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;59.36;205.59;13.51;48.24;16.32;48.58;12.73;45.00;14.40
2020;01;11;18;00;6.81;73.00;1032.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;76.54;12.18;55.84;17.08;55.30;13.18;55.01;12.24
2020;01;11;19;00;6.08;78.00;1032.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.94;0.00;12.31;52.13;19.38;54.83;12.18;55.84;11.88
2020;01;11;20;00;5.41;83.00;1032.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.32;51.58;21.89;53.70;10.88;55.78;14.40
2020;01;11;21;00;4.79;85.00;1033.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.18;55.84;21.07;56.85;10.09;55.18;11.16
2020;01;11;22;00;4.36;88.00;1032.90;0.00;0.00;0.00;0.00;3.00;0.00;0.00;3.00;0.00;0.00;11.89;54.87;19.97;56.02;9.79;53.97;11.16
2020;01;11;23;00;4.22;89.00;1032.70;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;10.59;54.69;16.98;57.99;8.79;55.01;9.36
2020;01;12;00;00;4.14;88.00;1032.50;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;8.50;53.62;13.22;60.64;6.92;51.34;7.56
2020;01;12;01;00;4.11;89.00;1032.70;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;5.90;52.43;9.98;64.36;4.84;48.01;5.76
2020;01;12;02;00;4.08;89.00;1032.60;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;4.69;57.53;6.95;68.75;3.60;36.87;4.32
2020;01;12;03;00;4.00;90.00;1033.10;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;2.52;90.00;3.60;90.00;2.31;51.34;2.52
2020;01;12;04;00;3.47;89.00;1032.30;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;2.52;180.00;3.60;180.00;0.36;90.00;2.16
2020;01;12;05;00;2.72;91.00;1031.70;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;5.40;180.00;6.84;180.00;0.72;270.00;2.88
2020;01;12;06;00;2.33;89.00;1032.90;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;5.45;187.59;6.64;192.53;2.16;270.00;3.60
2020;01;12;07;00;2.03;90.00;1033.40;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;4.68;202.62;5.80;209.74;4.51;241.39;3.96
2020;01;12;08;00;1.64;91.00;1033.40;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;4.39;235.01;4.84;228.01;8.71;231.71;5.04
2020;01;12;09;00;1.12;94.00;1032.80;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;4.07;225.00;3.83;228.81;11.46;223.73;5.04
2020;01;12;10;00;0.90;94.00;1033.60;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;19.58;3.89;236.31;3.22;243.43;15.02;224.03;5.04
2020;01;12;11;00;1.41;89.00;1034.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;128.16;3.22;243.43;2.28;251.57;20.93;220.82;5.76
2020;01;12;12;00;2.98;81.00;1034.00;0.00;0.00;0.00;0.00;0.90;3.00;0.00;0.00;0.00;265.22;2.55;225.00;1.30;213.69;25.72;223.30;8.64
2020;01;12;13;00;5.02;73.00;1032.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;59.43;354.22;3.05;225.00;2.04;225.00;30.08;222.09;12.24
2020;01;12;14;00;8.30;55.00;1029.10;0.00;0.00;0.00;0.00;7.50;25.00;0.00;0.00;60.00;388.93;8.85;243.43;8.77;250.82;26.43;217.81;14.04
2020;01;12;15;00;9.61;49.00;1029.60;0.00;0.00;0.00;0.00;9.30;31.00;1.00;0.00;55.21;374.69;9.34;242.45;9.36;247.38;28.31;221.39;16.56
2020;01;12;16;00;10.26;44.00;1028.60;0.00;0.00;0.00;0.00;11.70;39.00;11.00;0.00;54.06;315.06;8.37;244.54;9.03;246.50;29.55;223.03;12.60
2020;01;12;17;00;10.07;47.00;1028.60;0.00;0.00;0.00;0.00;40.00;100.00;40.00;0.00;52.53;215.38;6.49;250.56;8.65;253.07;26.23;226.67;13.68
2020;01;12;18;00;9.22;49.00;1028.80;0.00;0.00;0.00;0.00;100.00;100.00;100.00;0.00;34.47;84.55;5.15;245.22;9.02;241.39;20.15;228.62;10.44
2020;01;12;19;00;8.45;49.00;1029.30;0.00;0.00;0.00;0.00;100.00;100.00;100.00;0.00;0.00;0.00;4.20;239.04;5.90;217.57;14.02;228.12;12.60
2020;01;12;20;00;7.44;47.00;1029.60;0.00;0.00;0.00;0.00;100.00;100.00;100.00;0.00;0.00;0.00;3.32;220.60;3.40;212.01;9.69;221.99;9.00
2020;01;12;21;00;6.92;43.00;1029.10;0.00;0.00;0.00;0.00;100.00;100.00;100.00;0.00;0.00;0.00;3.40;212.01;3.32;229.40;8.94;220.10;6.84
2020;01;12;22;00;6.74;40.00;1029.60;0.00;0.00;0.00;0.00;94.00;79.00;94.00;0.00;0.00;0.00;3.10;215.54;3.08;249.44;8.16;228.58;5.04
2020;01;12;23;00;6.49;40.00;1028.60;0.00;0.00;0.00;0.00;33.00;25.00;33.00;0.00;0.00;0.00;1.14;198.43;1.14;251.57;7.42;230.91;2.52
